price,year,condition,cylinders,fuel,odometer,transmission,size,type
5000,2013,good,4 cylinders,gas,99000,automatic,mid-size,hatchback
10999,2013,excellent,4 cylinders,gas,60248,automatic,sub-compact,coupe
323,2016,new,6 cylinders,gas,56000,automatic,full-size,sedan
499,2017,like new,6 cylinders,gas,8800,automatic,compact,sedan
14500,2016,like new,6 cylinders,gas,60000,automatic,full-size,sedan
15400,2019,excellent,4 cylinders,gas,79000,automatic,full-size,sedan
19995,2018,excellent,4 cylinders,gas,44161,automatic,mid-size,sedan
10995,2015,excellent,4 cylinders,gas,87000,automatic,mid-size,sedan
9895,2011,excellent,4 cylinders,gas,82700,automatic,mid-size,sedan
12777,2013,like new,4 cylinders,gas,92414,automatic,mid-size,sedan
10000,2016,excellent,4 cylinders,gas,99728,automatic,compact,sedan
8995,2016,excellent,4 cylinders,gas,92000,automatic,compact,sedan
4995,2002,like new,4 cylinders,gas,64000,automatic,mid-size,coupe
11500,2012,good,4 cylinders,gas,85775,automatic,full-size,sedan
14998,2013,like new,6 cylinders,gas,31339,automatic,full-size,sedan
9475,2011,excellent,6 cylinders,gas,70263,automatic,full-size,sedan
16500,2014,like new,6 cylinders,gas,88000,automatic,full-size,sedan
11999,2013,excellent,6 cylinders,gas,72605,automatic,sub-compact,sedan
14355,2014,excellent,4 cylinders,gas,72968,automatic,compact,sedan
8990,2014,excellent,4 cylinders,gas,59615,automatic,mid-size,sedan
375,2010,excellent,6 cylinders,gas,91000,automatic,full-size,sedan
28000,2018,good,4 cylinders,gas,24700,manual,compact,hatchback
9990,2010,like new,4 cylinders,gas,89934,automatic,full-size,sedan
9999,2014,excellent,4 cylinders,gas,38000,automatic,mid-size,sedan
21950,2018,like new,4 cylinders,gas,5000,automatic,compact,sedan
4500,2008,like new,6 cylinders,gas,98000,automatic,full-size,sedan
10900,2012,excellent,4 cylinders,gas,92000,automatic,mid-size,hatchback
10950,2013,excellent,4 cylinders,gas,92907,automatic,compact,sedan
8900,2010,like new,6 cylinders,gas,93000,automatic,full-size,sedan
8690,2011,excellent,4 cylinders,gas,96549,automatic,compact,sedan
5000,2008,good,4 cylinders,gas,87841,automatic,compact,hatchback
19000,2016,excellent,6 cylinders,gas,40373,automatic,mid-size,sedan
4900,2013,good,4 cylinders,gas,92000,automatic,mid-size,sedan
11999,2015,excellent,4 cylinders,gas,96445,automatic,mid-size,sedan
4995,2004,like new,6 cylinders,gas,85000,automatic,mid-size,sedan
25000,2018,good,6 cylinders,gas,51000,automatic,full-size,sedan
21995,2016,like new,6 cylinders,gas,17000,automatic,mid-size,sedan
11200,2016,good,4 cylinders,gas,73230,automatic,mid-size,hatchback
29995,2016,good,4 cylinders,gas,35652,automatic,sub-compact,coupe
11500,2015,excellent,4 cylinders,gas,41345,automatic,compact,hatchback
8995,2010,excellent,4 cylinders,gas,72906,automatic,sub-compact,sedan
2500,2008,good,6 cylinders,gas,90000,automatic,full-size,sedan
17895,2017,like new,4 cylinders,gas,40553,automatic,mid-size,sedan
23998,2019,good,4 cylinders,gas,20944,manual,compact,hatchback
26900,2018,excellent,4 cylinders,gas,20161,automatic,sub-compact,hatchback
9500,2015,excellent,4 cylinders,gas,91000,automatic,full-size,sedan
6995,2013,excellent,4 cylinders,gas,78000,automatic,compact,sedan
20900,2018,like new,6 cylinders,gas,44569,automatic,full-size,sedan
17999,2019,like new,4 cylinders,gas,16343,automatic,compact,hatchback
1,2018,excellent,6 cylinders,gas,18075,automatic,compact,sedan
9850,2011,excellent,6 cylinders,gas,85790,automatic,full-size,sedan
8500,2013,excellent,4 cylinders,gas,53400,automatic,compact,sedan
14750,2019,like new,4 cylinders,gas,55000,automatic,compact,hatchback
10999,2013,excellent,4 cylinders,gas,97637,automatic,mid-size,sedan
19985,2020,like new,4 cylinders,gas,13751,automatic,compact,sedan
1500,2009,excellent,4 cylinders,gas,91000,automatic,mid-size,sedan
10500,2017,excellent,4 cylinders,gas,29616,automatic,compact,sedan
22000,2020,like new,4 cylinders,gas,12000,automatic,full-size,sedan
16950,2010,excellent,6 cylinders,gas,49956,automatic,mid-size,sedan
6999,2013,good,4 cylinders,gas,65000,automatic,compact,sedan
23000,2015,like new,6 cylinders,gas,1250,automatic,mid-size,coupe
500,2016,like new,4 cylinders,gas,76000,automatic,compact,wagon
19877,2018,excellent,4 cylinders,gas,15796,automatic,compact,sedan
1000,2013,good,6 cylinders,gas,93010,automatic,mid-size,sedan
8500,2001,excellent,6 cylinders,gas,26000,automatic,full-size,sedan
10495,2015,excellent,4 cylinders,gas,63266,automatic,compact,sedan
12500,2012,excellent,6 cylinders,diesel,85000,automatic,full-size,sedan
7995,2012,good,6 cylinders,gas,94809,automatic,full-size,sedan
27000,2015,excellent,4 cylinders,gas,37800,automatic,compact,coupe
10950,2012,excellent,4 cylinders,gas,96000,automatic,compact,sedan
6995,2009,good,4 cylinders,gas,50874,automatic,mid-size,sedan
11900,2013,excellent,4 cylinders,gas,53415,automatic,mid-size,sedan
14000,2012,like new,6 cylinders,gas,57600,automatic,full-size,sedan
17999,2013,like new,4 cylinders,gas,84461,automatic,mid-size,sedan
999,2010,excellent,6 cylinders,gas,54774,automatic,full-size,sedan
24995,2017,like new,6 cylinders,gas,45318,automatic,mid-size,coupe
16000,2017,like new,4 cylinders,gas,47000,automatic,mid-size,sedan
11995,2018,excellent,4 cylinders,gas,69940,automatic,compact,sedan
14988,2014,like new,4 cylinders,gas,50000,automatic,full-size,sedan
11250,2009,excellent,6 cylinders,gas,48350,automatic,full-size,sedan
23000,2020,like new,4 cylinders,gas,24505,automatic,mid-size,sedan
5500,2003,excellent,6 cylinders,gas,96895,automatic,mid-size,sedan
5988,2010,excellent,4 cylinders,gas,96196,automatic,sub-compact,sedan
999,2010,excellent,6 cylinders,gas,54774,automatic,full-size,sedan
7500,2002,good,6 cylinders,gas,96429,automatic,mid-size,sedan
15995,2017,like new,4 cylinders,gas,61500,automatic,mid-size,sedan
9495,2015,excellent,4 cylinders,gas,70864,manual,compact,sedan
12500,2006,excellent,4 cylinders,gas,46000,manual,mid-size,hatchback
10995,2016,like new,4 cylinders,gas,73741,automatic,mid-size,sedan
8995,2013,like new,6 cylinders,gas,82179,automatic,compact,sedan
1400,2004,good,6 cylinders,gas,82000,automatic,full-size,sedan
7650,2009,excellent,4 cylinders,gas,71000,automatic,full-size,sedan
13900,2014,excellent,4 cylinders,gas,81157,automatic,mid-size,sedan
4599,2009,excellent,4 cylinders,gas,86000,automatic,mid-size,hatchback
19995,2016,excellent,4 cylinders,gas,70200,automatic,full-size,sedan
15495,2018,excellent,4 cylinders,gas,27317,automatic,compact,wagon
8500,2014,excellent,4 cylinders,gas,67670,automatic,mid-size,sedan
23495,2012,excellent,6 cylinders,gas,46721,automatic,compact,sedan
2495,2018,like new,4 cylinders,gas,60785,automatic,full-size,sedan
11500,2014,good,4 cylinders,gas,75500,manual,full-size,sedan
13995,2015,like new,4 cylinders,gas,31432,automatic,full-size,sedan
8995,2010,good,6 cylinders,gas,85000,automatic,full-size,sedan
3999,2008,excellent,4 cylinders,gas,98703,automatic,compact,sedan
14500,2015,like new,6 cylinders,gas,90000,automatic,compact,coupe
7850,2014,excellent,4 cylinders,gas,95000,automatic,mid-size,sedan
11500,2014,excellent,4 cylinders,gas,60150,automatic,compact,wagon
20900,2020,excellent,4 cylinders,gas,13761,automatic,mid-size,sedan
7200,2004,excellent,4 cylinders,gas,94779,automatic,compact,coupe
6400,2008,excellent,4 cylinders,gas,36550,automatic,compact,hatchback
4850,2010,fair,6 cylinders,gas,157,automatic,full-size,sedan
6995,2013,excellent,4 cylinders,gas,93000,automatic,mid-size,sedan
5995,2012,excellent,4 cylinders,gas,94000,automatic,full-size,sedan
9999,2017,like new,4 cylinders,gas,34000,automatic,mid-size,sedan
100,2018,like new,4 cylinders,gas,53002,automatic,mid-size,sedan
14999,2015,excellent,4 cylinders,gas,36092,automatic,mid-size,sedan
9200,2010,excellent,6 cylinders,gas,82331,automatic,full-size,sedan
15200,2017,excellent,4 cylinders,gas,73775,automatic,full-size,sedan
14500,2018,excellent,4 cylinders,gas,31225,automatic,sub-compact,hatchback
1,2021,like new,4 cylinders,gas,17898,automatic,full-size,sedan
22995,2016,like new,4 cylinders,gas,14822,automatic,full-size,sedan
16700,2015,excellent,4 cylinders,gas,69247,automatic,mid-size,sedan
17900,2015,good,6 cylinders,gas,59000,automatic,mid-size,coupe
8995,2012,like new,4 cylinders,gas,72778,automatic,full-size,sedan
20000,2014,good,6 cylinders,gas,8300,automatic,full-size,sedan
28995,2019,good,4 cylinders,gas,21071,automatic,full-size,sedan
13900,2016,like new,4 cylinders,gas,82000,automatic,compact,coupe
1000,2018,like new,6 cylinders,gas,25857,automatic,full-size,sedan
21999,2016,excellent,4 cylinders,gas,54710,automatic,full-size,sedan
5988,2010,excellent,4 cylinders,gas,96196,automatic,sub-compact,sedan
12995,2015,excellent,4 cylinders,gas,66972,automatic,mid-size,sedan
15595,2016,excellent,4 cylinders,gas,47700,automatic,compact,hatchback
4000,2004,good,4 cylinders,gas,97100,automatic,compact,sedan
3995,2001,good,6 cylinders,gas,68000,automatic,full-size,sedan
22495,2016,like new,6 cylinders,gas,73232,automatic,full-size,coupe
9990,2013,like new,6 cylinders,gas,70000,manual,full-size,coupe
15700,2013,like new,4 cylinders,gas,96500,automatic,mid-size,coupe
23900,2019,excellent,6 cylinders,gas,36049,automatic,mid-size,coupe
13500,2016,excellent,4 cylinders,gas,98000,automatic,mid-size,sedan
23995,2019,excellent,4 cylinders,gas,16200,automatic,full-size,sedan
16500,2011,like new,6 cylinders,gas,51000,automatic,full-size,coupe
13500,2014,good,4 cylinders,diesel,92000,manual,compact,hatchback
27995,2017,like new,4 cylinders,gas,22269,automatic,mid-size,sedan
14850,2016,excellent,4 cylinders,gas,60344,automatic,mid-size,sedan
10950,2013,excellent,4 cylinders,gas,99373,automatic,mid-size,sedan
12999,2017,like new,4 cylinders,gas,47000,automatic,full-size,sedan
5000,2008,good,4 cylinders,gas,87841,automatic,compact,hatchback
23000,2017,excellent,4 cylinders,gas,37500,automatic,full-size,sedan
4499,2005,good,6 cylinders,gas,50000,automatic,mid-size,sedan
9000,2013,excellent,4 cylinders,gas,71500,automatic,full-size,sedan
4800,2005,excellent,6 cylinders,gas,64980,automatic,full-size,sedan
7100,2009,excellent,4 cylinders,gas,77000,manual,compact,hatchback
18000,2017,like new,4 cylinders,gas,29000,automatic,mid-size,sedan
10399,2015,like new,4 cylinders,gas,40000,manual,compact,sedan
10999,2014,good,4 cylinders,gas,36437,automatic,compact,hatchback
6995,2007,good,6 cylinders,gas,80035,automatic,mid-size,sedan
14498,2018,like new,4 cylinders,gas,42249,automatic,compact,sedan
6900,2014,fair,4 cylinders,gas,91500,automatic,mid-size,sedan
6450,2008,excellent,4 cylinders,gas,99210,automatic,compact,sedan
20888,2018,good,6 cylinders,gas,58048,automatic,mid-size,sedan
12500,2008,good,6 cylinders,gas,50000,automatic,mid-size,sedan
7400,2015,good,4 cylinders,gas,83542,automatic,compact,hatchback
19000,2014,excellent,6 cylinders,gas,38000,manual,full-size,coupe
19467,2019,excellent,4 cylinders,gas,24819,automatic,compact,wagon
9500,2010,excellent,4 cylinders,gas,98000,automatic,compact,sedan
6500,2013,like new,4 cylinders,gas,97000,automatic,full-size,sedan
21700,2020,new,4 cylinders,gas,2700,automatic,mid-size,coupe
22791,2016,good,4 cylinders,gas,44182,automatic,mid-size,coupe
9500,2013,excellent,4 cylinders,gas,71500,automatic,compact,hatchback
6995,2008,like new,6 cylinders,gas,77000,automatic,mid-size,sedan
12250,2016,excellent,4 cylinders,gas,52000,automatic,mid-size,sedan
9479,2018,excellent,4 cylinders,gas,36000,manual,compact,sedan
15900,2013,excellent,4 cylinders,gas,66286,automatic,compact,hatchback
10988,2014,like new,4 cylinders,gas,75000,manual,full-size,hatchback
25000,2007,like new,6 cylinders,gas,25550,manual,mid-size,coupe
2995,2007,like new,4 cylinders,gas,96000,automatic,full-size,sedan
2900,2003,excellent,4 cylinders,gas,70000,automatic,full-size,sedan
484,2015,excellent,4 cylinders,gas,71118,automatic,mid-size,sedan
9000,2015,like new,4 cylinders,gas,66500,automatic,mid-size,sedan
499,2017,like new,6 cylinders,gas,8800,automatic,compact,sedan
5500,2013,excellent,4 cylinders,gas,64907,automatic,mid-size,sedan
9500,2018,like new,4 cylinders,gas,52000,automatic,compact,sedan
7900,2015,good,4 cylinders,gas,91550,automatic,compact,sedan
12999,2015,excellent,4 cylinders,gas,96998,automatic,mid-size,sedan
16488,2016,excellent,4 cylinders,gas,91356,automatic,mid-size,sedan
13495,2018,excellent,4 cylinders,gas,21404,automatic,compact,sedan
13500,2010,excellent,6 cylinders,gas,85000,automatic,compact,coupe
32,2020,new,6 cylinders,gas,13,automatic,mid-size,sedan
6800,2009,excellent,4 cylinders,gas,88000,manual,sub-compact,coupe
10895,2015,like new,4 cylinders,gas,85202,automatic,compact,sedan
12980,2014,excellent,4 cylinders,gas,86000,automatic,full-size,sedan
3800,2001,excellent,4 cylinders,gas,216,automatic,mid-size,wagon
15900,2016,excellent,4 cylinders,gas,33608,automatic,mid-size,sedan
23900,2014,excellent,6 cylinders,gas,70860,automatic,mid-size,sedan
31995,2018,excellent,4 cylinders,gas,35688,automatic,mid-size,sedan
10991,2009,excellent,6 cylinders,gas,49000,manual,full-size,sedan
19995,2011,excellent,6 cylinders,gas,43850,manual,compact,coupe
19500,2016,excellent,6 cylinders,gas,27433,automatic,full-size,sedan
16500,2018,excellent,4 cylinders,gas,31213,automatic,mid-size,sedan
10995,2010,good,6 cylinders,gas,51000,automatic,full-size,sedan
7995,2011,excellent,4 cylinders,gas,73000,automatic,mid-size,sedan
22000,2017,like new,4 cylinders,gas,54000,automatic,full-size,sedan
11995,2009,excellent,6 cylinders,gas,80400,automatic,mid-size,sedan
6750,2013,excellent,6 cylinders,gas,85934,automatic,full-size,sedan
6800,2010,like new,4 cylinders,gas,56100,manual,compact,sedan
14500,2012,good,4 cylinders,gas,90293,manual,compact,coupe
25000,2020,like new,4 cylinders,gas,6400,automatic,full-size,sedan
3295,2001,good,4 cylinders,gas,78000,automatic,compact,sedan
15995,2017,excellent,4 cylinders,gas,55809,automatic,mid-size,sedan
7300,2017,excellent,4 cylinders,gas,65123,automatic,mid-size,hatchback
14900,2015,excellent,4 cylinders,gas,81275,automatic,compact,wagon
10349,2011,excellent,4 cylinders,gas,72337,automatic,compact,wagon
9990,2011,excellent,6 cylinders,gas,80036,automatic,mid-size,sedan
14600,2016,excellent,4 cylinders,gas,69200,manual,sub-compact,hatchback
15990,2016,excellent,4 cylinders,gas,82142,automatic,mid-size,hatchback
11995,2015,excellent,4 cylinders,gas,82100,automatic,mid-size,sedan
7300,2015,excellent,4 cylinders,gas,61234,automatic,full-size,sedan
4900,2006,excellent,6 cylinders,gas,88000,automatic,full-size,sedan
18500,2013,excellent,6 cylinders,gas,67885,automatic,full-size,wagon
14999,2017,like new,4 cylinders,gas,53000,automatic,full-size,sedan
6900,2009,good,4 cylinders,gas,84475,manual,compact,hatchback
8995,2011,excellent,4 cylinders,gas,88410,automatic,mid-size,sedan
19000,2014,excellent,6 cylinders,diesel,70250,automatic,mid-size,sedan
13650,2018,like new,4 cylinders,gas,22700,automatic,full-size,sedan
7500,2018,excellent,4 cylinders,gas,50000,automatic,full-size,hatchback
11999,2020,excellent,4 cylinders,gas,10515,automatic,mid-size,coupe
17995,2017,excellent,4 cylinders,gas,78593,automatic,full-size,sedan
11988,2016,good,4 cylinders,gas,85492,automatic,mid-size,sedan
6450,2008,excellent,4 cylinders,gas,99210,automatic,compact,sedan
20995,2016,excellent,6 cylinders,gas,79036,automatic,mid-size,coupe
18888,2014,good,6 cylinders,gas,41262,automatic,mid-size,coupe
18999,2018,excellent,4 cylinders,gas,18500,automatic,mid-size,hatchback
23888,2016,good,6 cylinders,gas,32348,automatic,compact,coupe
6900,2010,excellent,4 cylinders,gas,81000,automatic,full-size,sedan
13500,2014,excellent,4 cylinders,gas,57700,automatic,compact,sedan
7995,2011,excellent,6 cylinders,gas,97095,automatic,full-size,sedan
6990,2008,excellent,6 cylinders,gas,72000,automatic,mid-size,sedan
11990,2011,excellent,4 cylinders,gas,50949,automatic,full-size,sedan
5000,2011,like new,6 cylinders,gas,87000,automatic,full-size,sedan
12950,2016,like new,4 cylinders,gas,46998,automatic,mid-size,sedan
22000,2015,excellent,4 cylinders,gas,34000,manual,sub-compact,coupe
9999,2009,like new,4 cylinders,gas,78000,automatic,full-size,sedan
4998,2007,good,4 cylinders,gas,93967,automatic,sub-compact,hatchback
11900,2017,like new,4 cylinders,gas,27674,automatic,compact,sedan
7495,2014,excellent,4 cylinders,gas,82453,automatic,full-size,sedan
3600,2001,excellent,6 cylinders,gas,70000,automatic,mid-size,sedan
9000,2011,good,6 cylinders,gas,97000,automatic,compact,coupe
6400,2010,good,4 cylinders,gas,99900,automatic,mid-size,sedan
1900,2015,good,4 cylinders,gas,60219,automatic,mid-size,sedan
13650,2019,excellent,4 cylinders,gas,3878,automatic,compact,sedan
6900,2013,excellent,4 cylinders,gas,53000,automatic,compact,sedan
14999,2014,excellent,6 cylinders,gas,40866,automatic,full-size,sedan
5995,2011,like new,4 cylinders,gas,92000,automatic,compact,sedan
8900,2010,excellent,4 cylinders,gas,88300,automatic,mid-size,wagon
10999,2016,like new,4 cylinders,gas,89000,automatic,mid-size,sedan
30995,2019,excellent,4 cylinders,gas,17501,automatic,full-size,sedan
6990,2012,like new,4 cylinders,gas,73398,automatic,compact,hatchback
25777,2017,like new,6 cylinders,gas,71525,automatic,mid-size,sedan
8100,2013,excellent,4 cylinders,diesel,96888,automatic,compact,hatchback
11000,2011,excellent,4 cylinders,gas,85947,manual,full-size,sedan
7500,2011,excellent,4 cylinders,gas,93641,automatic,full-size,sedan
18990,2007,like new,6 cylinders,gas,97000,automatic,full-size,coupe
14200,2011,good,6 cylinders,gas,91079,automatic,mid-size,hatchback
6990,2016,excellent,4 cylinders,gas,67897,automatic,compact,sedan
27250,2019,like new,4 cylinders,gas,35000,automatic,mid-size,coupe
11500,2006,like new,6 cylinders,gas,52700,automatic,mid-size,sedan
6800,2010,excellent,6 cylinders,gas,89130,automatic,mid-size,sedan
2495,2013,good,4 cylinders,gas,83000,automatic,mid-size,sedan
7491,2015,excellent,4 cylinders,gas,96935,automatic,compact,sedan
10999,2010,excellent,6 cylinders,gas,81728,automatic,full-size,sedan
5750,2011,good,6 cylinders,gas,89250,automatic,mid-size,sedan
17000,2012,good,6 cylinders,gas,96500,automatic,full-size,sedan
22399,2017,like new,6 cylinders,gas,27495,automatic,full-size,sedan
6295,2010,excellent,4 cylinders,gas,87000,automatic,compact,sedan
15000,2013,excellent,6 cylinders,gas,80000,manual,full-size,sedan
7500,2015,like new,4 cylinders,gas,57060,automatic,compact,sedan
9500,2016,excellent,4 cylinders,gas,77000,automatic,full-size,sedan
6775,2003,excellent,6 cylinders,gas,13800,automatic,mid-size,sedan
27900,2016,excellent,6 cylinders,gas,53237,automatic,full-size,sedan
6200,2008,excellent,4 cylinders,gas,77279,manual,compact,sedan
7600,2014,excellent,4 cylinders,gas,69200,automatic,mid-size,sedan
11999,2011,like new,6 cylinders,gas,78000,automatic,full-size,sedan
7000,2014,excellent,4 cylinders,gas,74000,automatic,compact,hatchback
6000,2008,like new,6 cylinders,gas,90000,automatic,full-size,sedan
6800,2009,excellent,6 cylinders,gas,85000,automatic,mid-size,sedan
7500,2008,good,6 cylinders,gas,99130,manual,mid-size,sedan
15995,2019,like new,4 cylinders,gas,43979,automatic,compact,sedan
12500,2015,excellent,4 cylinders,gas,73000,automatic,compact,wagon
15300,2013,like new,6 cylinders,gas,55712,automatic,full-size,sedan
6500,2010,good,4 cylinders,gas,99045,automatic,compact,sedan
9995,2015,like new,6 cylinders,gas,91039,automatic,mid-size,sedan
8495,2012,excellent,4 cylinders,gas,46453,automatic,mid-size,sedan
9995,2015,excellent,4 cylinders,gas,70456,automatic,full-size,sedan
2995,2005,excellent,6 cylinders,gas,99000,automatic,mid-size,sedan
6488,2014,good,4 cylinders,gas,90000,automatic,mid-size,sedan
9995,2013,excellent,4 cylinders,gas,41000,automatic,compact,sedan
1,2016,excellent,6 cylinders,gas,44878,automatic,compact,sedan
13788,2016,excellent,4 cylinders,gas,95716,automatic,mid-size,sedan
19995,2019,like new,4 cylinders,gas,18382,automatic,full-size,sedan
12000,2006,like new,6 cylinders,gas,60870,automatic,full-size,sedan
17799,2017,excellent,4 cylinders,gas,22813,automatic,full-size,sedan
8500,2016,like new,4 cylinders,gas,26700,manual,sub-compact,hatchback
19880,2015,excellent,6 cylinders,gas,78000,automatic,mid-size,coupe
999,2010,excellent,6 cylinders,gas,54774,automatic,full-size,sedan
14990,2015,excellent,4 cylinders,gas,47449,automatic,compact,sedan
10900,2011,excellent,4 cylinders,diesel,68000,automatic,mid-size,hatchback
2000,2007,fair,4 cylinders,gas,80000,automatic,full-size,sedan
13980,2016,like new,4 cylinders,gas,24691,automatic,mid-size,sedan
12249,2017,good,4 cylinders,gas,45354,automatic,mid-size,sedan
13500,2013,excellent,4 cylinders,gas,86000,automatic,full-size,sedan
1200,2006,good,4 cylinders,gas,96,automatic,compact,hatchback
8599,2012,excellent,4 cylinders,gas,86542,automatic,sub-compact,sedan
22998,2018,excellent,4 cylinders,gas,27478,automatic,mid-size,sedan
1500,2018,like new,6 cylinders,gas,25857,automatic,full-size,sedan
24300,2017,excellent,4 cylinders,gas,28112,automatic,mid-size,sedan
10500,2014,excellent,6 cylinders,gas,78000,automatic,full-size,sedan
14450,2013,excellent,4 cylinders,gas,29000,automatic,compact,sedan
12000,2007,like new,4 cylinders,gas,55000,manual,compact,coupe
21950,2017,excellent,4 cylinders,gas,29000,automatic,mid-size,sedan
6495,2008,like new,4 cylinders,gas,99564,manual,compact,sedan
8500,2017,good,4 cylinders,gas,55134,automatic,mid-size,sedan
6995,2016,excellent,4 cylinders,gas,82051,automatic,compact,hatchback
10800,2018,like new,4 cylinders,gas,62000,automatic,compact,sedan
20495,2017,excellent,4 cylinders,gas,53766,automatic,mid-size,sedan
7995,2014,excellent,4 cylinders,gas,60000,automatic,full-size,hatchback
7999,2014,good,4 cylinders,gas,53000,automatic,compact,sedan
23990,2018,excellent,4 cylinders,gas,48000,automatic,full-size,sedan
3000,2013,like new,6 cylinders,gas,46447,automatic,mid-size,wagon
15900,2013,like new,6 cylinders,gas,40430,automatic,full-size,sedan
20995,2018,like new,4 cylinders,gas,35700,automatic,mid-size,sedan
16500,2015,like new,4 cylinders,gas,68000,automatic,full-size,sedan
999,2010,excellent,6 cylinders,gas,45944,automatic,full-size,sedan
9995,2008,good,6 cylinders,gas,87047,automatic,compact,sedan
18995,2017,excellent,4 cylinders,gas,51137,automatic,mid-size,sedan
34500,2020,like new,6 cylinders,gas,3528,automatic,full-size,wagon
3900,2005,excellent,6 cylinders,gas,63000,automatic,full-size,coupe
12995,2013,good,4 cylinders,gas,79011,automatic,compact,hatchback
5650,2012,excellent,6 cylinders,gas,90000,automatic,full-size,sedan
18999,2016,like new,6 cylinders,gas,60000,automatic,mid-size,coupe
7600,2008,good,4 cylinders,gas,76991,automatic,compact,coupe
20950,2017,like new,4 cylinders,gas,67821,automatic,mid-size,wagon
11515,2015,excellent,4 cylinders,gas,81171,automatic,compact,coupe
25000,2018,excellent,4 cylinders,gas,24500,automatic,full-size,wagon
11999,2013,excellent,4 cylinders,gas,98000,automatic,full-size,sedan
7990,2016,like new,4 cylinders,gas,93000,automatic,mid-size,sedan
12994,2016,excellent,4 cylinders,gas,38014,automatic,mid-size,wagon
25900,2016,like new,4 cylinders,gas,32000,automatic,full-size,coupe
11250,2008,excellent,4 cylinders,gas,84000,manual,compact,sedan
13995,2013,like new,4 cylinders,gas,38804,automatic,compact,hatchback
499,2017,like new,6 cylinders,gas,8800,automatic,compact,sedan
6300,2009,excellent,4 cylinders,gas,56000,automatic,mid-size,hatchback
11600,2016,like new,4 cylinders,gas,97810,automatic,full-size,sedan
10995,2010,good,6 cylinders,gas,51000,automatic,full-size,sedan
24175,2017,excellent,6 cylinders,gas,59729,automatic,mid-size,sedan
11995,2016,excellent,4 cylinders,gas,79805,automatic,mid-size,sedan
6800,2009,good,4 cylinders,gas,96412,automatic,compact,hatchback
9599,2012,like new,4 cylinders,gas,90838,automatic,full-size,sedan
28000,2007,like new,6 cylinders,gas,19700,manual,compact,coupe
1000,2018,like new,4 cylinders,gas,39000,automatic,mid-size,sedan
5000,2007,excellent,4 cylinders,gas,91500,automatic,sub-compact,sedan
19950,2016,excellent,4 cylinders,gas,26000,automatic,mid-size,sedan
6495,2009,excellent,4 cylinders,gas,98455,manual,compact,sedan
6200,2007,good,4 cylinders,gas,91203,automatic,full-size,sedan
14250,2016,like new,4 cylinders,gas,21000,automatic,full-size,sedan
8100,2013,excellent,4 cylinders,diesel,96888,automatic,compact,hatchback
16500,2020,like new,4 cylinders,gas,12128,automatic,compact,sedan
11800,2014,excellent,6 cylinders,gas,96000,automatic,full-size,sedan
17000,2015,good,4 cylinders,gas,51000,automatic,compact,coupe
6500,2012,like new,4 cylinders,gas,85500,automatic,compact,sedan
3000,2009,good,4 cylinders,gas,71500,manual,compact,hatchback
18980,2014,excellent,6 cylinders,gas,80065,automatic,mid-size,sedan
6995,2008,excellent,4 cylinders,gas,87387,automatic,full-size,sedan
22000,2015,like new,6 cylinders,gas,91000,automatic,mid-size,hatchback
7999,2012,excellent,4 cylinders,gas,73231,automatic,full-size,sedan
5800,2006,excellent,4 cylinders,gas,75350,manual,compact,coupe
17995,2014,excellent,6 cylinders,gas,79000,automatic,mid-size,sedan
5500,2007,excellent,4 cylinders,gas,51900,manual,compact,hatchback
15000,2013,like new,4 cylinders,gas,52702,automatic,compact,sedan
9900,2007,excellent,6 cylinders,gas,93159,automatic,mid-size,coupe
12208,2012,excellent,4 cylinders,gas,62095,automatic,mid-size,sedan
4500,2002,excellent,4 cylinders,gas,71399,automatic,mid-size,hatchback
8890,2013,excellent,4 cylinders,gas,46711,manual,mid-size,sedan
11995,2010,like new,6 cylinders,gas,69808,automatic,full-size,sedan
21000,2013,good,6 cylinders,gas,71000,automatic,compact,coupe
15500,2018,excellent,4 cylinders,gas,30000,automatic,compact,sedan
14995,2017,excellent,4 cylinders,gas,88104,automatic,full-size,sedan
24999,2016,excellent,4 cylinders,gas,54987,automatic,mid-size,sedan
5750,2012,good,4 cylinders,gas,93000,manual,mid-size,hatchback
17500,2016,excellent,4 cylinders,gas,13148,automatic,mid-size,sedan
15500,2017,like new,4 cylinders,gas,84000,automatic,compact,sedan
11995,2017,excellent,4 cylinders,gas,79000,automatic,mid-size,sedan
20500,2008,excellent,6 cylinders,gas,73000,automatic,compact,coupe
6999,2016,excellent,4 cylinders,gas,70150,manual,sub-compact,hatchback
7700,2015,excellent,4 cylinders,gas,87000,automatic,full-size,sedan
9999,2012,excellent,4 cylinders,gas,54693,automatic,mid-size,sedan
37777,2015,like new,6 cylinders,gas,12000,automatic,full-size,sedan
3800,2006,fair,4 cylinders,gas,98000,automatic,mid-size,wagon
7990,2013,excellent,4 cylinders,gas,78196,automatic,compact,coupe
6650,2006,good,4 cylinders,gas,78000,automatic,mid-size,sedan
15000,2015,like new,6 cylinders,gas,93000,automatic,mid-size,sedan
16988,2013,excellent,6 cylinders,gas,45000,automatic,full-size,sedan
13900,2012,like new,6 cylinders,gas,91552,automatic,full-size,sedan
16350,2016,excellent,4 cylinders,gas,76163,manual,mid-size,hatchback
10300,2011,excellent,6 cylinders,gas,93937,automatic,mid-size,sedan
9995,2011,excellent,4 cylinders,gas,75957,automatic,compact,coupe
